"Name","Price","Image URL","Product URL","Brand","Review Count","Rating","InStock","Description"
"Pro 2.0 Sonic Toothbrush - Marine Teal","$115.0","https://burstoralcare.com/cdn/shop/files/Property1_1_493c4e9f-a4ae-4117-a662-3db901c3b33b.png?v=1762259984","https://burstoralcare.com/products/pro-sonic-toothbrush-2?variant=47397372264603","US-burstoralcare-dev","","4.8","In Stock","Pro 101The BURST Pro 2.0 is clinically proven to remove up to 10x more plaque.* It&#39;s no wonder — we created it to be the peak of dental technology with 1000s of experts from our 40k+ community of hygienists and dentists.Dental professionals want patients to enjoy the healthiest mouth and best experience possible.So that&#39;s exactly what we did.Key featuresExpert-Designed Bristles: Soft, tapered bristles reach deep below the gumline and between teeth — clinically proven to remove up to 10x more plaque than a manual brush.*Smarter Pressure Sensor: Real-time feedback coaches your technique and helps protect gums with every session.Next-Gen LED Display: Five personalized brushing modes, a 2-minute timer and an intuitive screen give you a smarter, more customized clean.Our Most Powerful Motor Yet: Crush plaque with enhanced vibration control for a deeper, more comfortable clean.Up to 9-Month Rechargeable Battery*: Industry-leading battery life with a USB-C charger — less charging, more brushing.Magnetic Wall Mount: Declutter your counter and keep your brush within easy reach — sleek, secure, and space-saving.BenefitsYour Whitest Smile Yet – Removes up to 10x more plaque than a manual brush.Smart Brushing Your Way – Helps protect gums with real-time pressure feedback.Built to Make Life Easy – Go months without worrying about charging with a battery life up to 9 months of battery on a single charge.Sleek, space-saving design: Adhesive wall mount keeps your brush secure, dry, and ready to useClinically proven* results:Removes up to 10x more plaqueReduce gum bleeding up to 3xRemoves up to 4x more plaque from between teethUp to 95% greater plaque removal in hard-to-reach areas96% of users said this brush gave them a professional clean feeling*Compared to a manual toothbrush, brushing twice daily in whitening mode for two minutes for a period of 30 days. Data on file at burstoralcare.com/clinical.**When used on freshen mode.The goodsPro 2.0 Sonic ToothbrushBrush head with soft tapered bristlesCharging baseUSB-C charging cableMagnetic  wall mount with 3M mounting sticker"
"Water Flosser - Black","$81.0","https://burstoralcare.com/cdn/shop/files/fl_sl_1.png?v=1710402031","https://burstoralcare.com/products/water-flosser?variant=43953996333211","US-burstoralcare-dev","","4.7","In Stock","Water Flosser 101Streamline your flossing (get it?) with the BURST Water Flosser.When string isn’t your thing – our compact and cordless electric flosser uses a powerful water jet to deeply clean between teeth and along the gumline. This water flosser was co-created with experts from our 40,000+ community of hygienists and dentists to make flossing less intimidating and more enjoyable for everyone.With a 360° rotating tip, it helps remove plaque, food, and bacteria, leaving your mouth feeling refreshed. Its water-resistant, shower-ready design and up to 80-day battery life make it a dream flossing upgrade.Key featuresFloss with water: When string isn’t your thing, our compact and cordless electric flosser uses a powerful water stream to deeply clean between teeth and along the gumline.Bye-bye, bad breath: A 360° rotating tip removes plaque, food, and bacteria from hard-to-reach areas for a quick and easy mouth refresh.Water-resistant &amp;amp; shower ready: Smart sealed design and an easily refillable tank make our water flosser simple and safe to use in the shower.80-day battery: The perfect travel buddy — our rechargeable water flosser has an ultra-long battery life on a single charge.Dental professional approved: Made in partnership with a community of 40,000+ hygienists and dentists.BenefitsImpactful results:Gently removes plaque and food that causes cavities, gingivitis and bad breathEffective way to clean around braces, crowns or implants to improve oral healthWater pressure stimulates gums to increase blood supply to help strengthen gum tissueAdds moisture to a dry mouth and helps removes plaqueFlossing automatedPerfect alternative or complement to string floss (oh, do we love our floss)Declutter your countertopTackle hard-to-reach areas in your mouthEnjoy guilt-free longer showers while tackling flossingMinimize charging headachesPerfect balance between functionality and simplicityThe goodsWater FlosserWater Flosser tip*USB charging cordDrawstring travel bag"
"Water Flosser - White","$81.0","https://burstoralcare.com/cdn/shop/files/fl_sl_1.png?v=1710402031","https://burstoralcare.com/products/water-flosser?variant=44295523139739","US-burstoralcare-dev","","4.7","In Stock","Water Flosser 101Streamline your flossing (get it?) with the BURST Water Flosser.When string isn’t your thing – our compact and cordless electric flosser uses a powerful water jet to deeply clean between teeth and along the gumline. This water flosser was co-created with experts from our 40,000+ community of hygienists and dentists to make flossing less intimidating and more enjoyable for everyone.With a 360° rotating tip, it helps remove plaque, food, and bacteria, leaving your mouth feeling refreshed. Its water-resistant, shower-ready design and up to 80-day battery life make it a dream flossing upgrade.Key featuresFloss with water: When string isn’t your thing, our compact and cordless electric flosser uses a powerful water stream to deeply clean between teeth and along the gumline.Bye-bye, bad breath: A 360° rotating tip removes plaque, food, and bacteria from hard-to-reach areas for a quick and easy mouth refresh.Water-resistant &amp;amp; shower ready: Smart sealed design and an easily refillable tank make our water flosser simple and safe to use in the shower.80-day battery: The perfect travel buddy — our rechargeable water flosser has an ultra-long battery life on a single charge.Dental professional approved: Made in partnership with a community of 40,000+ hygienists and dentists.BenefitsImpactful results:Gently removes plaque and food that causes cavities, gingivitis and bad breathEffective way to clean around braces, crowns or implants to improve oral healthWater pressure stimulates gums to increase blood supply to help strengthen gum tissueAdds moisture to a dry mouth and helps removes plaqueFlossing automatedPerfect alternative or complement to string floss (oh, do we love our floss)Declutter your countertopTackle hard-to-reach areas in your mouthEnjoy guilt-free longer showers while tackling flossingMinimize charging headachesPerfect balance between functionality and simplicityThe goodsWater FlosserWater Flosser tip*USB charging cordDrawstring travel bag"
"Water Flosser - Rose Gold","$81.0","https://burstoralcare.com/cdn/shop/files/fl_sl_1.png?v=1710402031","https://burstoralcare.com/products/water-flosser?variant=43953996398747","US-burstoralcare-dev","","4.7","In Stock","Water Flosser 101Streamline your flossing (get it?) with the BURST Water Flosser.When string isn’t your thing – our compact and cordless electric flosser uses a powerful water jet to deeply clean between teeth and along the gumline. This water flosser was co-created with experts from our 40,000+ community of hygienists and dentists to make flossing less intimidating and more enjoyable for everyone.With a 360° rotating tip, it helps remove plaque, food, and bacteria, leaving your mouth feeling refreshed. Its water-resistant, shower-ready design and up to 80-day battery life make it a dream flossing upgrade.Key featuresFloss with water: When string isn’t your thing, our compact and cordless electric flosser uses a powerful water stream to deeply clean between teeth and along the gumline.Bye-bye, bad breath: A 360° rotating tip removes plaque, food, and bacteria from hard-to-reach areas for a quick and easy mouth refresh.Water-resistant &amp;amp; shower ready: Smart sealed design and an easily refillable tank make our water flosser simple and safe to use in the shower.80-day battery: The perfect travel buddy — our rechargeable water flosser has an ultra-long battery life on a single charge.Dental professional approved: Made in partnership with a community of 40,000+ hygienists and dentists.BenefitsImpactful results:Gently removes plaque and food that causes cavities, gingivitis and bad breathEffective way to clean around braces, crowns or implants to improve oral healthWater pressure stimulates gums to increase blood supply to help strengthen gum tissueAdds moisture to a dry mouth and helps removes plaqueFlossing automatedPerfect alternative or complement to string floss (oh, do we love our floss)Declutter your countertopTackle hard-to-reach areas in your mouthEnjoy guilt-free longer showers while tackling flossingMinimize charging headachesPerfect balance between functionality and simplicityThe goodsWater FlosserWater Flosser tip*USB charging cordDrawstring travel bag"
"Expanding Floss - Default Title","$9.0","https://burstoralcare.com/cdn/shop/files/Property1_Variant9_85386bc9-23c8-4910-ba8a-d0691f18eef5.png?v=1762958278","https://burstoralcare.com/products/expanding-floss?variant=44113878450331","US-burstoralcare-dev","","4.9","In Stock","Floss 101The Expanding Floss is clinically proven to remove 2x more plaque than regular unwaxed dental floss*.Yes, we&#39;ve made flossing twice as effective. This is all thanks to our incredible network of dentists, hygienists, and our Ambassador community of 40,000+ Dental Professionals who demanded better.With expanding technology, soft black thread, a smart coating, and a delicious aroma, this floss has transformed flossing for the better. We can’t wait for you to love it, too.Aroma: Mint Eucalyptus*In laboratory tests; data on file at burstoralcare.com/clinical.BenefitsClinically proven results:Removes up to 85% of plaque on tooth surfaces between teeth.Up to 58% plaque reduction for deep cleaning on root surfaces just below the gumline.*Removes 2x more plaque than regular unwaxed dental floss.A better flossing experience:300+ strong fibers are woven together to effectively catch all the debris between your teeth.Gives you the super satisfying, refreshing feeling of seeing the gunk being pulled out.A delicious, minty fresh aroma that is like a spa day for your mouth.Intelligently built so you don&#39;t have to work as hard.FormulaTechnologyOur Dental Professionals (and us!) don’t want you putting bad crud in your mouth. That’s why our vegan, cruelty-free floss uses natural, effective ingredients with no parabens, BPA, Teflon, or PFAS.What makes it so special?Expanding technology reaches more surface area than typical floss.Black color provides a super satisfying feeling by showing all the pesky debris you pull from between your teeth.Adsorptive xylitol coating pulls away stubborn stains while helping fight cavities.Mindful ingredients: Microcrystalline wax, mint eucalyptus aroma, xylitol.*In laboratory tests; data on file at burstoralcare.com/clinical.You get2x more plaque removal than regular unwaxed dental floss40-yards of black, expanding flossA re-usable case made of 95% recycled plasticWhat you don’t get:  Parabens (yuck) Phthalates (double yuck) TeflonBPAMajor allergens  Artificial sweeteners, flavors or colors*In laboratory tests; data on file at burstoralcare.com/clinical."
"Water Flosser Replacement Tip - Classic","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146008981659","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Water Flosser Replacement Tip - Ortho","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146009014427","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Water Flosser Replacement Tip - Perio","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146008948891","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Replacement Floss - Mint Eucalyptus","$5.0","https://burstoralcare.com/cdn/shop/files/Group6907.png?v=1711437390","https://burstoralcare.com/products/replacement-floss?variant=44268049531035","US-burstoralcare-dev","","4.9","In Stock","Select the refill designed for your case.Each refill is precision-made to fit its matching dispenser for a seamless, tangle-free experience."
"Replacement Floss - Juniper Berry","$5.0","https://burstoralcare.com/cdn/shop/files/Group6907.png?v=1711437390","https://burstoralcare.com/products/replacement-floss?variant=44268049563803","US-burstoralcare-dev","","4.9","In Stock","Select the refill designed for your case.Each refill is precision-made to fit its matching dispenser for a seamless, tangle-free experience."
"Big Floss Dispenser - Default Title","$69.0","https://burstoralcare.com/cdn/shop/files/Property1_1_e1042869-3e0a-48bf-a743-2099f88ac4af.png?v=1760631010","https://burstoralcare.com/products/big-floss-dispenser?variant=47197176234139","US-burstoralcare-dev","","5.0","Out of Stock","Floss 101Made with input from our community of 40,000+ dental professionals, the Big Floss Dispenser delivers 273 yards of Expanding Floss—proven to remove 2x more plaque* than standard floss. Lab-tested for effectiveness, it provides months of superior cleaning for the whole family. Sleek and user-friendly, it sits neatly on any bathroom counter or operatory, keeping premium floss always within reach.Aroma: Mint Eucalyptus*In laboratory tests; data on file at burstoralcare.com/clinical.BenefitsClinically proven results:Removes up to 85% of plaque on tooth surfaces between teeth.Up to 58% plaque reduction for deep cleaning on root surfaces just below the gumline.*Removes 2x more plaque than regular unwaxed dental floss.A better flossing experience:300+ strong fibers are woven together to effectively catch all the debris between your teeth.Gives you the super satisfying, refreshing feeling of seeing the gunk being pulled out.A delicious, minty fresh aroma that is like a spa day for your mouth.Intelligently built so you don&#39;t have to work as hard.XL SIZE – 6.8x More Floss per SpoolFormulaTechnologyOur Dental Professionals (and us!) don’t want you putting bad crud in your mouth. That’s why our vegan, cruelty-free floss uses natural, effective ingredients with no parabens, BPA, Teflon, or PFAS.  What makes it so special?Expanding technology reaches more surface area than typical floss.Soft, textured, and shred-resistant thread designed to be gentle on gums.Black color provides a super satisfying feeling by showing all the pesky debris you pull from between your teeth.Adsorptive xylitol coating pulls away stubborn stains while helping fight cavities.Mindful ingredients: Microcrystalline wax, mint eucalyptus aroma, xylitol. Refill plan: $30 per replacement every 24 weeks.*In laboratory tests; data on file at burstoralcare.com/clinical.You get2x more plaque removal than regular unwaxed dental floss1 BFD spool = 273 yards of black, expanding flossWhat you don’t get: Parabens (yuck)Phthalates (double yuck)TeflonBPAMajor allergens Artificial sweeteners, flavors or colors *In laboratory tests; data on file at burstoralcare.com/clinical."
"Expanding Floss - Default Title","$9.0","https://burstoralcare.com/cdn/shop/files/Property1_Variant9_85386bc9-23c8-4910-ba8a-d0691f18eef5.png?v=1762958278","https://burstoralcare.com/products/expanding-floss?variant=44113878450331","US-burstoralcare-dev","","4.9","In Stock","Floss 101The Expanding Floss is clinically proven to remove 2x more plaque than regular unwaxed dental floss*.Yes, we&#39;ve made flossing twice as effective. This is all thanks to our incredible network of dentists, hygienists, and our Ambassador community of 40,000+ Dental Professionals who demanded better.With expanding technology, soft black thread, a smart coating, and a delicious aroma, this floss has transformed flossing for the better. We can’t wait for you to love it, too.Aroma: Mint Eucalyptus*In laboratory tests; data on file at burstoralcare.com/clinical.BenefitsClinically proven results:Removes up to 85% of plaque on tooth surfaces between teeth.Up to 58% plaque reduction for deep cleaning on root surfaces just below the gumline.*Removes 2x more plaque than regular unwaxed dental floss.A better flossing experience:300+ strong fibers are woven together to effectively catch all the debris between your teeth.Gives you the super satisfying, refreshing feeling of seeing the gunk being pulled out.A delicious, minty fresh aroma that is like a spa day for your mouth.Intelligently built so you don&#39;t have to work as hard.FormulaTechnologyOur Dental Professionals (and us!) don’t want you putting bad crud in your mouth. That’s why our vegan, cruelty-free floss uses natural, effective ingredients with no parabens, BPA, Teflon, or PFAS.What makes it so special?Expanding technology reaches more surface area than typical floss.Black color provides a super satisfying feeling by showing all the pesky debris you pull from between your teeth.Adsorptive xylitol coating pulls away stubborn stains while helping fight cavities.Mindful ingredients: Microcrystalline wax, mint eucalyptus aroma, xylitol.*In laboratory tests; data on file at burstoralcare.com/clinical.You get2x more plaque removal than regular unwaxed dental floss40-yards of black, expanding flossA re-usable case made of 95% recycled plasticWhat you don’t get:  Parabens (yuck) Phthalates (double yuck) TeflonBPAMajor allergens  Artificial sweeteners, flavors or colors*In laboratory tests; data on file at burstoralcare.com/clinical."
"Kids Replacement Head - Seafoam","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011145371","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Green","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011079835","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Light Pink","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011112603","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Blue","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248010981531","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Purple","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011047067","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Pink","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011014299","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Sonic Toothbrush - Blue","$58.0","https://burstoralcare.com/cdn/shop/files/blue_slide_1.png?v=1712298066","https://burstoralcare.com/products/kids-sonic-toothbrush?variant=44232426815643","US-burstoralcare-dev","","4.9","In Stock","Kids brush 101We&#39;re dedicated to simplifying oral care for your entire family, but especially for your kids. Drawing from the expertise of our 40,000+ dental professionals, many of whom are parents, we developed a sonic toothbrush to meet their rigorous standards.  Clinically proven to be more effective at removing dental plaque than a manual toothbrush.*We’re making optimal oral health easier and more enjoyable to achieve for kids and adults alike. In fact, more than 96% of parents reported BURSTkids was easy for their child to use** and 87.5% of parents reported that their child brushes better with the BURSTkids brush.**And, you guessed it, our community of Dental Professionals love them too! Key features26x Better Plaque Removal: Extra-soft tapered bristles and a powerful motor help effectively clean kid &amp;amp; toddler teeth ages 2+, 26x better than a manual toothbrush.*Makes Brushing Fun: 9 of 10 parents said their child liked brushing with BURST more than their other toothbrush.** Exclusive educational videos, easy-to-hold silicone handle, and 2 modes make it kid-approved.Convenient &amp;amp; Durable: 30 days of use on a single charge! Don’t keep buying batteries like with other kids&#39; electric toothbrushes. And the durable, water-resistant, silicone-wrapped design stands up to kids’ wear &amp;amp; tear!Loved By Hygienists &amp;amp; Dentists: Our community of dental professionals help us design &amp;amp; refine our kids&#39; toothbrushes.BenefitsEffective, easy and empowering: More effective at removing dental plaque than a manual toothbrush.*Easy to use small sized handle requires less effort and dexterity.Guided timer to complete dentist recommended 2 minutes. Perfect for preparing kids for their first dentist visit.Minimizes parenting headaches with its durable casing and long battery life.Clinically proven* results:Up to 26x better in plaque reduction than a manual toothbrush.*More than 96% of parents reported BURSTkids was easy for their child to use.**More than 96% of parents reported the built-in timer helped their child brush their teeth for the dentist-recommended two minutes.**87.5% of parents reported that their child brushes better with the BURSTkids brush.****Results from end-of-study questionnaire. Data on file at burstoralcare.com/clinicalThe goodsBURSTkids™ Sonic ToothbrushA kid-sized brush head: the perfect fit for developing mouths.Charging base "
"Kids Sonic Toothbrush - Purple","$58.0","https://burstoralcare.com/cdn/shop/files/blue_slide_1.png?v=1712298066","https://burstoralcare.com/products/kids-sonic-toothbrush?variant=44232426782875","US-burstoralcare-dev","","4.9","In Stock","Kids brush 101We&#39;re dedicated to simplifying oral care for your entire family, but especially for your kids. Drawing from the expertise of our 40,000+ dental professionals, many of whom are parents, we developed a sonic toothbrush to meet their rigorous standards.  Clinically proven to be more effective at removing dental plaque than a manual toothbrush.*We’re making optimal oral health easier and more enjoyable to achieve for kids and adults alike. In fact, more than 96% of parents reported BURSTkids was easy for their child to use** and 87.5% of parents reported that their child brushes better with the BURSTkids brush.**And, you guessed it, our community of Dental Professionals love them too! Key features26x Better Plaque Removal: Extra-soft tapered bristles and a powerful motor help effectively clean kid &amp;amp; toddler teeth ages 2+, 26x better than a manual toothbrush.*Makes Brushing Fun: 9 of 10 parents said their child liked brushing with BURST more than their other toothbrush.** Exclusive educational videos, easy-to-hold silicone handle, and 2 modes make it kid-approved.Convenient &amp;amp; Durable: 30 days of use on a single charge! Don’t keep buying batteries like with other kids&#39; electric toothbrushes. And the durable, water-resistant, silicone-wrapped design stands up to kids’ wear &amp;amp; tear!Loved By Hygienists &amp;amp; Dentists: Our community of dental professionals help us design &amp;amp; refine our kids&#39; toothbrushes.BenefitsEffective, easy and empowering: More effective at removing dental plaque than a manual toothbrush.*Easy to use small sized handle requires less effort and dexterity.Guided timer to complete dentist recommended 2 minutes. Perfect for preparing kids for their first dentist visit.Minimizes parenting headaches with its durable casing and long battery life.Clinically proven* results:Up to 26x better in plaque reduction than a manual toothbrush.*More than 96% of parents reported BURSTkids was easy for their child to use.**More than 96% of parents reported the built-in timer helped their child brush their teeth for the dentist-recommended two minutes.**87.5% of parents reported that their child brushes better with the BURSTkids brush.****Results from end-of-study questionnaire. Data on file at burstoralcare.com/clinicalThe goodsBURSTkids™ Sonic ToothbrushA kid-sized brush head: the perfect fit for developing mouths.Charging base "
"Kids Sonic Toothbrush - Pink","$58.0","https://burstoralcare.com/cdn/shop/files/blue_slide_1.png?v=1712298066","https://burstoralcare.com/products/kids-sonic-toothbrush?variant=44232426848411","US-burstoralcare-dev","","4.9","In Stock","Kids brush 101We&#39;re dedicated to simplifying oral care for your entire family, but especially for your kids. Drawing from the expertise of our 40,000+ dental professionals, many of whom are parents, we developed a sonic toothbrush to meet their rigorous standards.  Clinically proven to be more effective at removing dental plaque than a manual toothbrush.*We’re making optimal oral health easier and more enjoyable to achieve for kids and adults alike. In fact, more than 96% of parents reported BURSTkids was easy for their child to use** and 87.5% of parents reported that their child brushes better with the BURSTkids brush.**And, you guessed it, our community of Dental Professionals love them too! Key features26x Better Plaque Removal: Extra-soft tapered bristles and a powerful motor help effectively clean kid &amp;amp; toddler teeth ages 2+, 26x better than a manual toothbrush.*Makes Brushing Fun: 9 of 10 parents said their child liked brushing with BURST more than their other toothbrush.** Exclusive educational videos, easy-to-hold silicone handle, and 2 modes make it kid-approved.Convenient &amp;amp; Durable: 30 days of use on a single charge! Don’t keep buying batteries like with other kids&#39; electric toothbrushes. And the durable, water-resistant, silicone-wrapped design stands up to kids’ wear &amp;amp; tear!Loved By Hygienists &amp;amp; Dentists: Our community of dental professionals help us design &amp;amp; refine our kids&#39; toothbrushes.BenefitsEffective, easy and empowering: More effective at removing dental plaque than a manual toothbrush.*Easy to use small sized handle requires less effort and dexterity.Guided timer to complete dentist recommended 2 minutes. Perfect for preparing kids for their first dentist visit.Minimizes parenting headaches with its durable casing and long battery life.Clinically proven* results:Up to 26x better in plaque reduction than a manual toothbrush.*More than 96% of parents reported BURSTkids was easy for their child to use.**More than 96% of parents reported the built-in timer helped their child brush their teeth for the dentist-recommended two minutes.**87.5% of parents reported that their child brushes better with the BURSTkids brush.****Results from end-of-study questionnaire. Data on file at burstoralcare.com/clinicalThe goodsBURSTkids™ Sonic ToothbrushA kid-sized brush head: the perfect fit for developing mouths.Charging base "
"Curve Sonic Toothbrush - Black","$41.0","https://burstoralcare.com/cdn/shop/files/Frame2541_7ff61da0-30cf-4ffa-babd-3bd0fdb08ce6.png?v=1762380103","https://burstoralcare.com/products/curve-sonic-toothbrush?variant=43946118643867","US-burstoralcare-dev","","4.5","In Stock","Curve 101We created the Curve with an innovative arched body to reach the entire mouth — even back molars.  It&#39;s unique cap, long travel life and bristle design make it the ultimate travel brush.That&#39;s because 1000s of our dental professional partners know firsthand we often miss those tricky spots.In fact, 97% of dental hygienists said the Curve encourages better brushing.*Add a compact design, long lasting battery life, and travel cap — because you deserve more than a manual toothbrush can give.Key featuresInnovative curved design reaches the entire mouth, even those pesky cavity-prone back molars hygienists &amp;amp; dentists wish more people would clean.Super-charged whitening thanks to a best-in-class motor and super soft tapered bristles that polish away stains.Hygienist approved and designed to break up and remove plaque without damaging enamel.Perfect on-the-go brush with up to 75-day battery life**, compact design, travel mode, and sanitary travel cap. The Curve fits into your life, not the other way around.BenefitsPocket-sized perfectionFits into your life, not the other way around:Targets cavity-prone back molarsPolishes away stains for super-charged whiteningHelps remove plaque without damaging enamelGuides you through dentist recommend 2 minutesConveniently water resistant — brush in the shower!Hygienists love it95% of dental hygienists would recommend the Curve*97% of dental hygienists said the Curve encourages better brushing*93% of dental hygienists felt the Curve was gentle on their gums*The goodsCurve Sonic ToothbrushBrush head with soft tapered bristlesProtective travel capUSB-C charging cablePackaging may vary."
"Curve Sonic Toothbrush - Rose Gold","$41.0","https://burstoralcare.com/cdn/shop/files/Frame2541_7ff61da0-30cf-4ffa-babd-3bd0fdb08ce6.png?v=1762380103","https://burstoralcare.com/products/curve-sonic-toothbrush?variant=43946118676635","US-burstoralcare-dev","","4.5","In Stock","Curve 101We created the Curve with an innovative arched body to reach the entire mouth — even back molars.  It&#39;s unique cap, long travel life and bristle design make it the ultimate travel brush.That&#39;s because 1000s of our dental professional partners know firsthand we often miss those tricky spots.In fact, 97% of dental hygienists said the Curve encourages better brushing.*Add a compact design, long lasting battery life, and travel cap — because you deserve more than a manual toothbrush can give.Key featuresInnovative curved design reaches the entire mouth, even those pesky cavity-prone back molars hygienists &amp;amp; dentists wish more people would clean.Super-charged whitening thanks to a best-in-class motor and super soft tapered bristles that polish away stains.Hygienist approved and designed to break up and remove plaque without damaging enamel.Perfect on-the-go brush with up to 75-day battery life**, compact design, travel mode, and sanitary travel cap. The Curve fits into your life, not the other way around.BenefitsPocket-sized perfectionFits into your life, not the other way around:Targets cavity-prone back molarsPolishes away stains for super-charged whiteningHelps remove plaque without damaging enamelGuides you through dentist recommend 2 minutesConveniently water resistant — brush in the shower!Hygienists love it95% of dental hygienists would recommend the Curve*97% of dental hygienists said the Curve encourages better brushing*93% of dental hygienists felt the Curve was gentle on their gums*The goodsCurve Sonic ToothbrushBrush head with soft tapered bristlesProtective travel capUSB-C charging cablePackaging may vary."
"Curve Sonic Toothbrush - Graphite","$51.0","https://burstoralcare.com/cdn/shop/files/Frame2541_7ff61da0-30cf-4ffa-babd-3bd0fdb08ce6.png?v=1762380103","https://burstoralcare.com/products/curve-sonic-toothbrush?variant=45781085749403","US-burstoralcare-dev","","4.5","In Stock","Curve 101We created the Curve with an innovative arched body to reach the entire mouth — even back molars.  It&#39;s unique cap, long travel life and bristle design make it the ultimate travel brush.That&#39;s because 1000s of our dental professional partners know firsthand we often miss those tricky spots.In fact, 97% of dental hygienists said the Curve encourages better brushing.*Add a compact design, long lasting battery life, and travel cap — because you deserve more than a manual toothbrush can give.Key featuresInnovative curved design reaches the entire mouth, even those pesky cavity-prone back molars hygienists &amp;amp; dentists wish more people would clean.Super-charged whitening thanks to a best-in-class motor and super soft tapered bristles that polish away stains.Hygienist approved and designed to break up and remove plaque without damaging enamel.Perfect on-the-go brush with up to 75-day battery life**, compact design, travel mode, and sanitary travel cap. The Curve fits into your life, not the other way around.BenefitsPocket-sized perfectionFits into your life, not the other way around:Targets cavity-prone back molarsPolishes away stains for super-charged whiteningHelps remove plaque without damaging enamelGuides you through dentist recommend 2 minutesConveniently water resistant — brush in the shower!Hygienists love it95% of dental hygienists would recommend the Curve*97% of dental hygienists said the Curve encourages better brushing*93% of dental hygienists felt the Curve was gentle on their gums*The goodsCurve Sonic ToothbrushBrush head with soft tapered bristlesProtective travel capUSB-C charging cablePackaging may vary."
"Curve Sonic Toothbrush - Frost","$51.0","https://burstoralcare.com/cdn/shop/files/Frame2541_7ff61da0-30cf-4ffa-babd-3bd0fdb08ce6.png?v=1762380103","https://burstoralcare.com/products/curve-sonic-toothbrush?variant=45781085782171","US-burstoralcare-dev","","4.5","In Stock","Curve 101We created the Curve with an innovative arched body to reach the entire mouth — even back molars.  It&#39;s unique cap, long travel life and bristle design make it the ultimate travel brush.That&#39;s because 1000s of our dental professional partners know firsthand we often miss those tricky spots.In fact, 97% of dental hygienists said the Curve encourages better brushing.*Add a compact design, long lasting battery life, and travel cap — because you deserve more than a manual toothbrush can give.Key featuresInnovative curved design reaches the entire mouth, even those pesky cavity-prone back molars hygienists &amp;amp; dentists wish more people would clean.Super-charged whitening thanks to a best-in-class motor and super soft tapered bristles that polish away stains.Hygienist approved and designed to break up and remove plaque without damaging enamel.Perfect on-the-go brush with up to 75-day battery life**, compact design, travel mode, and sanitary travel cap. The Curve fits into your life, not the other way around.BenefitsPocket-sized perfectionFits into your life, not the other way around:Targets cavity-prone back molarsPolishes away stains for super-charged whiteningHelps remove plaque without damaging enamelGuides you through dentist recommend 2 minutesConveniently water resistant — brush in the shower!Hygienists love it95% of dental hygienists would recommend the Curve*97% of dental hygienists said the Curve encourages better brushing*93% of dental hygienists felt the Curve was gentle on their gums*The goodsCurve Sonic ToothbrushBrush head with soft tapered bristlesProtective travel capUSB-C charging cablePackaging may vary."
